rank,batch,cmap name,dose,cell,score,up,down,instance_id
5636,502,tretinoin,1 ?M,MCF7,-0.615,-0.244,0.511,966
5637,702,helveticoside,7 ?M,PC3,-0.616,-0.106,0.649,4327
5638,754,iproniazid,14 ?M,PC3,-0.616,-0.229,0.526,6359
5639,635,L-methionine sulfoximine,22 ?M,HL60,-0.616,-0.128,0.627,2470
5640,98,NU-1025,100 ?M,MCF7,-0.616,-0.183,0.573,608
5641,617,fenspiride,13 ?M,PC3,-0.616,-0.273,0.483,2106
5642,660,terguride,9 ?M,HL60,-0.617,-0.195,0.561,3096
5643,757,chlorpromazine,1 ?M,MCF7,-0.617,-0.1,0.657,5577
5644,707,ketanserin,7 ?M,MCF7,-0.617,-0.132,0.624,4995
5645,754,sulfacetamide,16 ?M,PC3,-0.617,-0.212,0.544,6349
5646,734,trichostatin A,100 nM,PC3,-0.617,-0.186,0.571,5882
5647,755,(-)-atenolol,15 ?M,MCF7,-0.618,-0.227,0.53,6444
5648,640,Prestwick-559,8 ?M,HL60,-0.618,-0.266,0.492,1728
5649,720,santonin,16 ?M,MCF7,-0.618,-0.134,0.624,4353
5650,695,cetirizine,9 ?M,MCF7,-0.618,-0.205,0.553,4815
5651,653,oxantel,7 ?M,MCF7,-0.619,-0.242,0.517,2632
5652,616,dexamethasone,9 ?M,PC3,-0.62,-0.217,0.543,2079
5653,1014,trichostatin A,1 ?M,MCF7,-0.62,-0.232,0.528,5976
5654,646,bupropion,14 ?M,MCF7,-0.62,-0.18,0.58,3180
5655,619,flunarizine,8 ?M,HL60,-0.62,-0.166,0.594,2381
5656,685,demeclocycline,8 ?M,MCF7,-0.62,-0.226,0.535,3604
5657,705,bicuculline,11 ?M,MCF7,-0.621,-0.174,0.588,4397
5658,622,sulfinpyrazone,10 ?M,HL60,-0.621,-0.258,0.503,1574
5659,690,carbarsone,15 ?M,MCF7,-0.621,-0.155,0.606,4110
5660,766,isoxicam,12 ?M,MCF7,-0.622,-0.247,0.515,7028
5661,663,trichostatin A,100 nM,MCF7,-0.622,-0.222,0.541,2794
5662,719,oxolinic acid,15 ?M,PC3,-0.622,-0.281,0.481,5094
5663,2a,metformin,10 ?M,MCF7,-0.622,-0.121,0.641,61
5664,615,pargyline,20 ?M,HL60,-0.622,-0.153,0.61,1418
5665,752,delsoline,9 ?M,MCF7,-0.623,-0.166,0.598,6075
5666,1011,PF-00562151-00,10 ?M,PC3,-0.623,-0.254,0.509,5959
5667,650,tanespimycin,1 ?M,HL60,-0.623,-0.211,0.553,2666
5668,662,trichostatin A,100 nM,MCF7,-0.624,-0.297,0.467,2777
5669,654,buflomedil,12 ?M,MCF7,-0.624,-0.136,0.629,3274
5670,654,SR-95531,11 ?M,MCF7,-0.624,-0.275,0.49,3253
5671,636,gallamine triethiodide,4 ?M,MCF7,-0.624,-0.169,0.596,2221
5672,662,tomatidine,10 ?M,MCF7,-0.624,-0.172,0.594,2746
5673,661,isradipine,11 ?M,HL60,-0.624,-0.129,0.636,3129
5674,682,spiramycin,5 ?M,PC3,-0.625,-0.202,0.564,3762
5675,765,trichostatin A,100 nM,MCF7,-0.625,-0.144,0.622,6972
5676,670,fenoprofen,7 ?M,MCF7,-0.626,-0.173,0.594,3412
5677,692,amantadine,10 ?M,PC3,-0.626,-0.339,0.428,4222
5678,664,cefalonium,9 ?M,HL60,-0.626,-0.133,0.635,2921
5679,96,ciclosporin,1 ?M,MCF7,-0.627,-0.26,0.508,602
5680,645,fludroxycortide,9 ?M,HL60,-0.627,-0.119,0.649,2184
5681,709,khellin,15 ?M,PC3,-0.627,-0.276,0.492,6641
5682,703,lithocholic acid,11 ?M,PC3,-0.627,-0.278,0.49,4551
5683,644,conessine,11 ?M,HL60,-0.627,-0.171,0.598,2135
5684,765,tanespimycin,1 ?M,MCF7,-0.628,-0.209,0.561,6966
5685,506,trichostatin A,1 ?M,MCF7,-0.628,-0.231,0.539,1014
5686,671,carbinoxamine,10 ?M,MCF7,-0.628,-0.169,0.601,3466
5687,646,amodiaquine,9 ?M,MCF7,-0.628,-0.239,0.531,3186
5688,670,furaltadone,11 ?M,MCF7,-0.628,-0.173,0.598,3413
5689,695,oxetacaine,9 ?M,MCF7,-0.629,-0.219,0.552,4829
5690,705,trichostatin A,100 nM,MCF7,-0.629,-0.298,0.472,4388
5691,1009,rotenone,1 ?M,PC3,-0.629,-0.293,0.478,5948
5692,772,acetazolamide,18 ?M,MCF7,-0.629,-0.162,0.61,7461
5693,720,phenelzine,17 ?M,MCF7,-0.629,-0.205,0.566,4360
5694,617,etodolac,14 ?M,PC3,-0.63,-0.175,0.597,2091
5695,732,demecarium bromide,6 ?M,PC3,-0.63,-0.223,0.549,5795
5696,687,citalopram,1 ?M,MCF7,-0.63,-0.241,0.531,3903
5697,678,meropenem,10 ?M,MCF7,-0.63,-0.28,0.493,3564
5698,615,levamisole,17 ?M,HL60,-0.63,-0.238,0.535,1410
5699,18,celecoxib,10 ?M,MCF7,-0.63,-0.112,0.66,252
5700,615,flufenamic acid,14 ?M,HL60,-0.63,-0.251,0.522,1420
5701,705,chloropyramine,12 ?M,MCF7,-0.63,-0.141,0.632,4414
5702,635,tiabendazole,20 ?M,HL60,-0.63,-0.148,0.625,2479
5703,727,tanespimycin,1 ?M,PC3,-0.631,-0.293,0.481,4442
5704,662,piperlongumine,13 ?M,MCF7,-0.631,-0.139,0.634,2757
5705,673,profenamine,11 ?M,MCF7,-0.631,-0.197,0.577,3376
5706,752,skimmianine,15 ?M,MCF7,-0.631,-0.202,0.572,6066
5707,767,fulvestrant,1 ?M,MCF7,-0.632,-0.212,0.563,6925
5708,26b,monorden,100 nM,MCF7,-0.632,-0.209,0.566,325
5709,687,flutamide,14 ?M,MCF7,-0.632,-0.184,0.592,3885
5710,752,cefuroxime,9 ?M,MCF7,-0.633,-0.126,0.65,6088
5711,502,prazosin,10 ?M,MCF7,-0.633,-0.162,0.615,942
5712,623,methylergometrine,9 ?M,HL60,-0.633,-0.253,0.523,1607
5713,664,letrozole,14 ?M,HL60,-0.634,-0.153,0.624,2916
5714,647,mitoxantrone,8 ?M,MCF7,-0.634,-0.216,0.561,3232
5715,664,etilefrine,18 ?M,HL60,-0.634,-0.238,0.54,2930
5716,650,sirolimus,100 nM,HL60,-0.634,-0.162,0.615,2667
5717,1088,daunorubicin,1 ?M,MCF7,-0.634,-0.156,0.622,7525
5718,640,lobelanidine,11 ?M,HL60,-0.635,-0.168,0.61,1747
5719,700,fenbufen,16 ?M,MCF7,-0.635,-0.193,0.585,4743
5720,733,streptomycin,3 ?M,PC3,-0.635,-0.298,0.481,5837
5721,629,betazole,27 ?M,HL60,-0.636,-0.208,0.571,1854
5722,7,dexverapamil,10 ?M,MCF7,-0.636,-0.209,0.571,164
5723,661,alfaxalone,12 ?M,HL60,-0.636,-0.247,0.532,3135
5724,758,naloxone,11 ?M,MCF7,-0.636,-0.078,0.701,5606
5725,678,(-)-isoprenaline,16 ?M,MCF7,-0.636,-0.307,0.473,3571
5726,673,3-acetylcoumarin,21 ?M,MCF7,-0.637,-0.197,0.584,3382
5727,673,2-aminobenzenesulfonamide,23 ?M,MCF7,-0.637,-0.322,0.459,3400
5728,637,pargyline,20 ?M,MCF7,-0.637,-0.14,0.641,2265
5729,662,atropine,6 ?M,MCF7,-0.638,-0.156,0.626,2761
5730,2,valproic acid,1 mM,MCF7,-0.638,-0.194,0.588,23
5731,6,chlorpropamide,100 ?M,MCF7,-0.638,-0.193,0.589,141
5732,514,phentolamine,12 ?M,MCF7,-0.638,-0.219,0.564,1138
5733,626,tanespimycin,1 ?M,MCF7,-0.638,-0.221,0.562,1643
5734,661,bacitracin,3 ?M,HL60,-0.639,-0.288,0.495,3109
5735,663,bicuculline,11 ?M,MCF7,-0.639,-0.128,0.655,2796
5736,677,trichostatin A,100 nM,MCF7,-0.639,-0.238,0.545,3510
5737,743,alprenolol,14 ?M,MCF7,-0.639,-0.145,0.638,6789
5738,628,betazole,27 ?M,PC3,-0.639,-0.284,0.5,1812
5739,743,berberine,11 ?M,MCF7,-0.639,-0.123,0.66,6791
5740,61,monorden,100 nM,PC3,-0.639,-0.245,0.539,449
5741,664,epitiostanol,13 ?M,HL60,-0.639,-0.102,0.682,2922
5742,713,clofazimine,8 ?M,PC3,-0.64,-0.299,0.485,4682
5743,646,labetalol,11 ?M,MCF7,-0.64,-0.244,0.54,3167
5744,1073,PHA-00816795,10 ?M,PC3,-0.64,-0.301,0.483,7076
5745,758,sulfafurazole,15 ?M,MCF7,-0.64,-0.271,0.514,5622
5746,764,nocodazole,13 ?M,PC3,-0.64,-0.178,0.607,7145
5747,1078,0198306-0000,10 ?M,MCF7,-0.64,-0.115,0.67,7099
5748,637,norfloxacin,13 ?M,MCF7,-0.64,-0.269,0.516,2253
5749,772,dirithromycin,5 ?M,MCF7,-0.64,-0.171,0.614,7446
5750,665,etomidate,16 ?M,HL60,-0.641,-0.275,0.511,2958
5751,714,urapidil,9 ?M,PC3,-0.641,-0.167,0.618,6696
5752,45,estradiol,10 nM,ssMCF7,-0.641,-0.106,0.681,414
5753,642,hydralazine,20 ?M,MCF7,-0.642,-0.156,0.631,2311
5754,661,nabumetone,18 ?M,HL60,-0.642,-0.26,0.527,3108
5755,706,trichostatin A,100 nM,MCF7,-0.642,-0.221,0.566,4954
5756,619,pinacidil,16 ?M,HL60,-0.642,-0.168,0.62,2406
5757,672,cefsulodin,7 ?M,MCF7,-0.643,-0.186,0.602,3328
5758,767,tanespimycin,1 ?M,MCF7,-0.643,-0.151,0.637,6926
5759,730,rolipram,15 ?M,MCF7,-0.644,-0.169,0.621,5330
5760,1086,IC-86621,1 ?M,MCF7,-0.644,-0.21,0.58,7513
5761,708,zimeldine,10 ?M,MCF7,-0.644,-0.197,0.592,5670
5762,756,atropine methonitrate,11 ?M,MCF7,-0.644,-0.223,0.567,6495
5763,751,Prestwick-685,11 ?M,MCF7,-0.645,-0.166,0.625,6043
5764,1007,H-7,100 ?M,PC3,-0.645,-0.119,0.672,5941
5765,772,bacitracin,3 ?M,MCF7,-0.645,-0.253,0.538,7448
5766,645,gossypol,8 ?M,HL60,-0.646,-0.275,0.517,2202
5767,513,tanespimycin,1 ?M,MCF7,-0.646,-0.218,0.575,1064
5768,651,zomepirac,13 ?M,HL60,-0.647,-0.223,0.57,2713
5769,656,probenecid,14 ?M,MCF7,-0.647,-0.369,0.424,2825
5770,628,nifedipine,12 ?M,PC3,-0.647,-0.31,0.483,1814
5771,747,suxibuzone,9 ?M,MCF7,-0.647,-0.208,0.585,7163
5772,737,trichostatin A,100 nM,MCF7,-0.647,-0.265,0.529,5484
5773,663,glimepiride,8 ?M,MCF7,-0.647,-0.158,0.636,2809
5774,730,betamethasone,10 ?M,MCF7,-0.647,-0.175,0.618,5328
5775,678,ciprofibrate,14 ?M,MCF7,-0.648,-0.17,0.624,3561
5776,627,procaine,15 ?M,MCF7,-0.648,-0.24,0.554,1674
5777,766,trichostatin A,100 nM,MCF7,-0.648,-0.209,0.585,7005
5778,617,iproniazid,14 ?M,PC3,-0.648,-0.331,0.463,2125
5779,1028,F0447-0125,10 ?M,MCF7,-0.648,-0.218,0.576,6424
5780,653,coralyne,10 ?M,MCF7,-0.648,-0.176,0.619,2652
5781,771,indometacin,11 ?M,MCF7,-0.649,-0.132,0.664,7409
5782,1002,tanespimycin,1 ?M,MCF7,-0.65,-0.265,0.532,5914
5783,743,propoxycaine,12 ?M,MCF7,-0.65,-0.2,0.597,6803
5784,603,nordihydroguaiaretic acid,1 ?M,PC3,-0.651,-0.321,0.477,1223
5785,634,amiodarone,6 ?M,HL60,-0.651,-0.259,0.538,2434
5786,28,trichostatin A,100 nM,MCF7,-0.651,-0.263,0.535,332
5787,714,ciprofloxacin,11 ?M,PC3,-0.651,-0.225,0.573,6700
5788,108,monastrol,100 ?M,MCF7,-0.651,-0.113,0.686,627
5789,746,hexestrol,15 ?M,MCF7,-0.651,-0.136,0.663,6252
5790,623,adenosine phosphate,11 ?M,HL60,-0.651,-0.229,0.57,1622
5791,705,apigenin,15 ?M,MCF7,-0.651,-0.124,0.675,4401
5792,635,tetramisole,17 ?M,HL60,-0.651,-0.14,0.659,2489
5793,633,midecamycin,5 ?M,MCF7,-0.652,-0.147,0.652,1526
5794,646,glibenclamide,8 ?M,MCF7,-0.653,-0.184,0.616,3163
5795,766,mecamylamine,20 ?M,MCF7,-0.653,-0.192,0.608,7023
5796,637,etofylline,18 ?M,MCF7,-0.653,-0.162,0.639,2256
5797,619,lisinopril,9 ?M,HL60,-0.653,-0.204,0.596,2371
5798,616,pindolol,16 ?M,PC3,-0.653,-0.34,0.461,2075
5799,1095,trichostatin A,1 ?M,PC3,-0.653,-0.252,0.549,7555
5800,771,trichostatin A,100 nM,MCF7,-0.654,-0.197,0.604,7407
5801,1,metformin,10 ?M,MCF7,-0.654,-0.207,0.594,2
5802,1079,thapsigargin,100 nM,PC3,-0.654,-0.216,0.586,7103
5803,714,flupentixol,8 ?M,PC3,-0.654,-0.207,0.594,6708
5804,644,co-dergocrine mesilate,6 ?M,HL60,-0.654,-0.323,0.479,2136
5805,671,doxycycline,8 ?M,MCF7,-0.654,-0.226,0.576,3479
5806,747,isoetarine,12 ?M,MCF7,-0.655,-0.295,0.507,7170
5807,772,dexpanthenol,19 ?M,MCF7,-0.655,-0.216,0.587,7455
5808,726,methyldopa,19 ?M,MCF7,-0.656,-0.285,0.519,5272
5809,771,lisinopril,9 ?M,MCF7,-0.657,-0.246,0.559,7403
5810,2,phenyl biguanide,10 ?M,MCF7,-0.657,-0.234,0.572,22
5811,506,tanespimycin,1 ?M,MCF7,-0.657,-0.19,0.616,1006
5812,713,clioquinol,13 ?M,PC3,-0.658,-0.231,0.575,4663
5813,687,ethotoin,20 ?M,MCF7,-0.658,-0.145,0.661,3892
5814,766,pargyline,20 ?M,MCF7,-0.658,-0.2,0.607,7016
5815,733,tetrandrine,6 ?M,PC3,-0.658,-0.297,0.51,5821
5816,653,buspirone,9 ?M,MCF7,-0.658,-0.305,0.502,2637
5817,650,prochlorperazine,10 ?M,HL60,-0.659,-0.154,0.653,2675
5818,743,sulfapyridine,16 ?M,MCF7,-0.659,-0.135,0.673,6799
5819,733,ketotifen,9 ?M,PC3,-0.659,-0.325,0.483,5842
5820,703,thiamazole,35 ?M,PC3,-0.659,-0.309,0.5,4550
5821,645,bromopride,12 ?M,HL60,-0.659,-0.117,0.692,2182
5822,747,cinchonidine,14 ?M,MCF7,-0.659,-0.195,0.613,7190
5823,707,methapyrilene,13 ?M,MCF7,-0.659,-0.196,0.612,4990
5824,743,sulfaquinoxaline,12 ?M,MCF7,-0.66,-0.239,0.571,6788
5825,655,trichostatin A,100 nM,MCF7,-0.66,-0.317,0.492,3312
5826,8,tacrolimus,1 ?M,MCF7,-0.661,-0.204,0.606,169
5827,698,PNU-0251126,10 ?M,PC3,-0.662,-0.189,0.622,7388
5828,772,methocarbamol,17 ?M,MCF7,-0.662,-0.254,0.558,7467
5829,622,antazoline,13 ?M,HL60,-0.662,-0.191,0.621,1556
5830,1086,BCB000038,10 ?M,MCF7,-0.662,-0.194,0.618,7516
5831,687,chlorcyclizine,12 ?M,MCF7,-0.663,-0.173,0.639,3893
5832,753,amphotericin B,4 ?M,PC3,-0.663,-0.178,0.635,6303
5833,687,CP-690334-01,10 ?M,MCF7,-0.663,-0.313,0.5,3906
5834,670,deferoxamine,6 ?M,MCF7,-0.663,-0.165,0.648,3417
5835,690,phenacetin,22 ?M,MCF7,-0.663,-0.204,0.61,4111
5836,644,emetine,7 ?M,HL60,-0.664,-0.251,0.562,2145
5837,710,megestrol,10 ?M,PC3,-0.664,-0.184,0.629,6667
5838,653,3-hydroxy-DL-kynurenine,18 ?M,MCF7,-0.664,-0.221,0.594,2654
5839,619,dyclonine,12 ?M,HL60,-0.665,-0.316,0.499,2392
5840,1012,fulvestrant,1 ?M,MCF7,-0.665,-0.158,0.658,5964
5841,628,isoxicam,12 ?M,PC3,-0.666,-0.308,0.509,1820
5842,645,halcinonide,9 ?M,HL60,-0.666,-0.2,0.617,2185
5843,642,kawain,17 ?M,MCF7,-0.667,-0.177,0.64,2299
5844,1080,fulvestrant,1 ?M,MCF7,-0.668,-0.23,0.588,7490
5845,1091,BCB000039,10 ?M,PC3,-0.668,-0.272,0.547,7536
5846,613,bromocriptine,5 ?M,HL60,-0.668,-0.258,0.561,2007
5847,617,cloxacillin,9 ?M,PC3,-0.669,-0.25,0.57,2126
5848,678,repaglinide,9 ?M,MCF7,-0.669,-0.204,0.617,3558
5849,653,ritodrine,12 ?M,MCF7,-0.669,-0.315,0.505,2635
5850,657,mesoridazine,7 ?M,MCF7,-0.669,-0.124,0.697,2874
5851,1026,erastin,20 ?M,MCF7,-0.67,-0.14,0.681,6412
5852,1049,STOCK1N-28457,20 ?M,MCF7,-0.67,-0.237,0.585,6869
5853,618,salbutamol,17 ?M,HL60,-0.67,-0.264,0.558,2344
5854,771,lincomycin,9 ?M,MCF7,-0.67,-0.209,0.612,7411
5855,659,equilin,15 ?M,HL60,-0.67,-0.203,0.619,3039
5856,622,labetalol,11 ?M,HL60,-0.67,-0.241,0.581,1550
5857,628,moxisylyte,13 ?M,PC3,-0.67,-0.32,0.502,1804
5858,734,glibenclamide,8 ?M,PC3,-0.671,-0.251,0.572,5849
5859,687,oxaprozin,14 ?M,MCF7,-0.671,-0.181,0.642,3876
5860,650,troglitazone,10 ?M,HL60,-0.672,-0.366,0.458,2692
5861,744,furosemide,12 ?M,MCF7,-0.672,-0.305,0.519,6841
5862,766,dyclonine,12 ?M,MCF7,-0.672,-0.248,0.577,7022
5863,1026,PF-00539758-00,10 ?M,MCF7,-0.672,-0.228,0.597,6416
5864,704,piromidic acid,14 ?M,PC3,-0.673,-0.303,0.521,4575
5865,737,trimetazidine,12 ?M,MCF7,-0.673,-0.177,0.648,5479
5866,747,pseudopelletierine,21 ?M,MCF7,-0.674,-0.133,0.693,7184
5867,702,ethoxyquin,18 ?M,PC3,-0.675,-0.316,0.512,4321
5868,772,difenidol,12 ?M,MCF7,-0.675,-0.277,0.551,7447
5869,705,vitexin,9 ?M,MCF7,-0.676,-0.347,0.482,4413
5870,730,mitoxantrone,8 ?M,MCF7,-0.676,-0.186,0.644,5354
5871,626,15-delta prostaglandin J2,10 ?M,MCF7,-0.677,-0.154,0.676,1656
5872,704,pentamidine,7 ?M,PC3,-0.677,-0.243,0.586,4573
5873,649,flumetasone,10 ?M,HL60,-0.677,-0.316,0.514,2551
5874,757,tanespimycin,1 ?M,MCF7,-0.677,-0.25,0.581,5566
5875,629,epirizole,17 ?M,HL60,-0.678,-0.198,0.633,1845
5876,614,nocodazole,13 ?M,HL60,-0.678,-0.259,0.572,1393
5877,634,biotin,16 ?M,HL60,-0.68,-0.149,0.684,2428
5878,660,bephenium hydroxynaphthoate,9 ?M,HL60,-0.68,-0.174,0.66,3089
5879,747,trichostatin A,100 nM,MCF7,-0.68,-0.331,0.503,7179
5880,656,tobramycin,9 ?M,MCF7,-0.68,-0.199,0.635,2841
5881,655,cisapride,9 ?M,MCF7,-0.681,-0.175,0.66,3305
5882,623,zidovudine,15 ?M,HL60,-0.681,-0.263,0.571,1595
5883,749,kaempferol,14 ?M,HL60,-0.681,-0.337,0.498,6157
5884,771,cortisone,11 ?M,MCF7,-0.681,-0.222,0.614,7416
5885,720,rifabutin,5 ?M,MCF7,-0.681,-0.3,0.535,4349
5886,741,isotretinoin,13 ?M,MCF7,-0.681,-0.233,0.602,6017
5887,7,exemestane,10 nM,MCF7,-0.681,-0.199,0.636,165
5888,645,famprofazone,11 ?M,HL60,-0.682,-0.102,0.733,2174
5889,657,hydrastine hydrochloride,10 ?M,MCF7,-0.682,-0.25,0.586,2889
5890,751,lanatoside C,4 ?M,MCF7,-0.682,-0.137,0.699,6048
5891,640,sulfasalazine,10 ?M,HL60,-0.682,-0.25,0.586,1733
5892,636,neomycin,4 ?M,MCF7,-0.682,-0.172,0.665,2229
5893,660,lorglumide,8 ?M,HL60,-0.682,-0.221,0.616,3079
5894,660,tyloxapol,4 ?M,HL60,-0.682,-0.271,0.565,3074
5895,765,tanespimycin,1 ?M,MCF7,-0.682,-0.141,0.696,6978
5896,611,chlortetracycline,8 ?M,PC3,-0.683,-0.249,0.588,1958
5897,661,denatonium benzoate,9 ?M,HL60,-0.683,-0.268,0.57,3123
5898,757,tanespimycin,1 ?M,MCF7,-0.684,-0.301,0.538,5578
5899,649,ethoxyquin,18 ?M,HL60,-0.685,-0.258,0.582,2559
5900,743,canrenoic acid,10 ?M,MCF7,-0.685,-0.175,0.664,6783
5901,755,urapidil,9 ?M,MCF7,-0.686,-0.165,0.676,6455
5902,726,trichostatin A,100 nM,MCF7,-0.686,-0.295,0.546,5260
5903,748,azaperone,12 ?M,MCF7,-0.686,-0.407,0.435,7231
5904,673,diclofenamide,13 ?M,MCF7,-0.686,-0.27,0.572,3366
5905,45,trichostatin A,100 nM,ssMCF7,-0.687,-0.215,0.627,413
5906,622,oxybutynin,10 ?M,HL60,-0.687,-0.16,0.682,1551
5907,1005,fulvestrant,1 ?M,PC3,-0.687,-0.346,0.496,5931
5908,635,salsolidin,16 ?M,HL60,-0.687,-0.176,0.667,2463
5909,634,epiandrosterone,14 ?M,HL60,-0.688,-0.225,0.618,2444
5910,764,cycloserine,39 ?M,PC3,-0.688,-0.174,0.669,7134
5911,645,citiolone,25 ?M,HL60,-0.688,-0.176,0.667,2176
5912,657,thiocolchicoside,7 ?M,MCF7,-0.689,-0.135,0.709,2875
5913,504,monorden,100 nM,MCF7,-0.689,-0.169,0.675,836
5914,762,proxyphylline,17 ?M,PC3,-0.691,-0.233,0.615,7290
5915,109,novobiocin,100 ?M,SKMEL5,-0.692,-0.306,0.542,632
5916,743,ramipril,10 ?M,MCF7,-0.692,-0.191,0.658,6792
5917,617,tiratricol,6 ?M,PC3,-0.693,-0.218,0.631,2096
5918,720,nialamide,13 ?M,MCF7,-0.693,-0.19,0.66,4347
5919,673,Prestwick-860,35 ?M,MCF7,-0.694,-0.187,0.664,3378
5920,736,trichostatin A,100 nM,MCF7,-0.694,-0.233,0.618,5441
5921,747,triamcinolone,10 ?M,MCF7,-0.694,-0.187,0.664,7192
5922,738,chrysin,16 ?M,MCF7,-0.695,-0.226,0.626,5505
5923,663,trimethylcolchicinic acid,12 ?M,MCF7,-0.696,-0.193,0.66,2802
5924,758,guanfacine,14 ?M,MCF7,-0.696,-0.169,0.685,5621
5925,1000,trichostatin A,1 ?M,MCF7,-0.697,-0.35,0.505,5903
5926,686,fluocinonide,8 ?M,MCF7,-0.699,-0.347,0.509,3839
5927,772,risperidone,10 ?M,MCF7,-0.699,-0.175,0.682,7449
5928,657,imipenem,13 ?M,MCF7,-0.699,-0.213,0.644,2873
5929,109,colchicine,1 ?M,SKMEL5,-0.701,-0.203,0.656,630
5930,648,estropipate,9 ?M,HL60,-0.701,-0.188,0.671,2506
5931,749,azaperone,12 ?M,HL60,-0.701,-0.207,0.652,6151
5932,635,probenecid,14 ?M,HL60,-0.702,-0.277,0.584,2464
5933,1017,PF-01378883-00,10 ?M,PC3,-0.703,-0.292,0.569,6368
5934,705,tiabendazole,20 ?M,MCF7,-0.703,-0.228,0.635,4402
5935,506,valproic acid,200 ?M,MCF7,-0.704,-0.25,0.613,994
5936,664,naftopidil,9 ?M,HL60,-0.706,-0.197,0.669,2911
5937,745,dihydrostreptomycin,3 ?M,MCF7,-0.707,-0.116,0.75,6228
5938,659,crotamiton,20 ?M,HL60,-0.707,-0.188,0.678,3050
5939,1071,CAY-10397,10 ?M,PC3,-0.707,-0.233,0.634,7071
5940,766,hydroflumethiazide,12 ?M,MCF7,-0.708,-0.19,0.678,7019
5941,617,metampicillin,10 ?M,PC3,-0.708,-0.388,0.481,2123
5942,637,oxolinic acid,15 ?M,MCF7,-0.709,-0.228,0.641,2266
5943,649,guaifenesin,20 ?M,HL60,-0.709,-0.203,0.666,2569
5944,714,flucytosine,31 ?M,PC3,-0.709,-0.314,0.555,6690
5945,707,trichostatin A,100 nM,MCF7,-0.711,-0.216,0.656,5017
5946,613,glipizide,9 ?M,HL60,-0.711,-0.241,0.63,2008
5947,725,fulvestrant,1 ?M,MCF7,-0.711,-0.267,0.605,5202
5948,622,terbutaline,7 ?M,HL60,-0.712,-0.206,0.667,1585
5949,664,sitosterol,10 ?M,HL60,-0.712,-0.191,0.682,2912
5950,741,ozagrel,15 ?M,MCF7,-0.713,-0.336,0.538,5983
5951,1001,estradiol,10 nM,PC3,-0.714,-0.233,0.643,5910
5952,714,diclofenamide,13 ?M,PC3,-0.714,-0.317,0.559,6686
5953,660,nitrendipine,11 ?M,HL60,-0.715,-0.217,0.659,3087
5954,59,arachidonic acid,10 ?M,MCF7,-0.715,-0.206,0.671,443
5955,749,estriol,14 ?M,HL60,-0.715,-0.176,0.7,6140
5956,657,scoulerine,12 ?M,MCF7,-0.717,-0.207,0.672,2891
5957,622,clonidine,15 ?M,HL60,-0.717,-0.217,0.662,1555
5958,637,flufenamic acid,14 ?M,MCF7,-0.717,-0.3,0.58,2267
5959,657,parthenolide,16 ?M,MCF7,-0.718,-0.256,0.624,2885
5960,1023,C-75,10 ?M,PC3,-0.718,-0.108,0.773,6399
5961,506,trichostatin A,100 nM,MCF7,-0.719,-0.161,0.721,992
5962,660,N-acetyl-L-leucine,23 ?M,HL60,-0.72,-0.226,0.656,3085
5963,661,chrysin,16 ?M,HL60,-0.72,-0.231,0.652,3106
5964,615,gemfibrozil,16 ?M,HL60,-0.721,-0.288,0.596,1430
5965,506,tanespimycin,1 ?M,MCF7,-0.721,-0.137,0.748,986
5966,619,fenoterol,10 ?M,HL60,-0.722,-0.203,0.682,2378
5967,685,lomefloxacin,10 ?M,MCF7,-0.723,-0.236,0.65,3620
5968,711,flunisolide,9 ?M,MCF7,-0.723,-0.177,0.709,3923
5969,1086,"11-deoxy-16,16-dimethylprostaglandin E2",10 ?M,MCF7,-0.723,-0.235,0.652,7514
5970,687,chlorambucil,13 ?M,MCF7,-0.723,-0.278,0.609,3869
5971,738,pyrantel,11 ?M,MCF7,-0.723,-0.209,0.677,5513
5972,705,thiostrepton,2 ?M,MCF7,-0.724,-0.326,0.561,4385
5973,646,oxytetracycline,8 ?M,MCF7,-0.724,-0.184,0.704,3170
5974,726,guanfacine,14 ?M,MCF7,-0.724,-0.169,0.719,5256
5975,744,piretanide,11 ?M,MCF7,-0.724,-0.234,0.654,6828
5976,654,carisoprodol,15 ?M,MCF7,-0.725,-0.333,0.555,3251
5977,766,morantel,11 ?M,MCF7,-0.725,-0.177,0.712,7010
5978,611,lisuride,12 ?M,PC3,-0.726,-0.248,0.641,1962
5979,623,hycanthone,11 ?M,HL60,-0.726,-0.315,0.575,1614
5980,766,moxisylyte,13 ?M,MCF7,-0.727,-0.153,0.738,7015
5981,772,8-azaguanine,26 ?M,MCF7,-0.727,-0.164,0.728,7444
5982,640,hydrastine hydrochloride,10 ?M,HL60,-0.728,-0.216,0.676,1740
5983,1044,6-bromoindirubin-3'-oxime,500 nM,PC3,-0.728,-0.207,0.685,6585
5984,687,parbendazole,16 ?M,MCF7,-0.728,-0.226,0.667,3881
5985,502,Y-27632,3 ?M,MCF7,-0.729,-0.221,0.673,948
5986,705,piromidic acid,14 ?M,MCF7,-0.73,-0.235,0.66,4398
5987,656,6-azathymine,31 ?M,MCF7,-0.73,-0.139,0.756,2827
5988,1026,orlistat,10 ?M,MCF7,-0.73,-0.207,0.688,6415
5989,640,piracetam,28 ?M,HL60,-0.73,-0.3,0.595,1710
5990,637,chlorzoxazone,24 ?M,MCF7,-0.73,-0.231,0.664,2263
