"","eff_length"
"ODF4",1156
"ODR4",3823
"OFCC1",2877
"OFD1",4259
"OFD1P10Y",1433
"OFD1P11Y",1177
"OFD1P12Y",1207
"OFD1P13Y",1232
"OFD1P15Y",1392
"OFD1P16Y",318
"OFD1P17",3018
"OFD1P18Y",959
"OFD1P1Y",1225
"OFD1P2Y",1149
"OFD1P3Y",783
"OFD1P4Y",1179
"OFD1P5Y",2590
"OFD1P6Y",2724
"OFD1P7Y",1155
"OFD1P8Y",1433
"OFD1P9Y",1491
"OGA",5155
"OGDH",4181
"OGDHL",3704
"OGFOD1",4647
"OGFOD1P1",1592
"OGFOD2",2308
"OGFOD3",4287
"OGFR",4506
"OGFR-AS1",668
"OGFRL1",8391
"OGFRP1",1242
"OGG1",4977
"OGN",2971
"OGT",7243
"OIP5",1236
"OIP5-AS1",8829
"OIT3",2365
"OLA1",4417
"OLA1P1",1189
"OLA1P2",1264
"OLA1P3",2555
"OLAH",1767
"OLFM1",2624
"OLFM2",2019
"OLFM3",3255
"OLFM4",2897
"OLFM5P",1478
"OLFML1",2792
"OLFML2A",6425
"OLFML2B",3160
"OLFML3",2063
"OLIG1",2277
"OLIG2",3262
"OLIG3",2049
"OLMALINC",2551
"OLR1",2462
"OMA1",2105
"OMD",2449
"OMG",2965
"OMP",492
"ONECUT1",2092
"ONECUT2",16121
"ONECUT3",8318
"OOEP",1007
"OOEP-AS1",463
"OOSP1P1",274
"OOSP1P2",351
"OOSP2",1633
"OOSP4B",522
"OPA1",6492
"OPA1-AS1",492
"OPA3",7828
"OPALIN",3581
"OPCML",6833
"OPCML-IT1",2936
"OPCML-IT2",398
"OPHN1",7879
"OPLAH",4031
"OPN1LW",1261
"OPN1MW",1242
"OPN1MW2",1261
"OPN1MW3",1998
"OPN1SW",1096
"OPN3",2620
"OPN4",2401
"OPN5",3500
"OPRD1",9345
"OPRK1",5196
"OPRL1",3369
"OPRM1",2594
"OPRPN",1040
"OPTC",1359
"OPTN",3521
"OR10A2",1053
"OR10A3",1061
"OR10A4",995
"OR10A5",1054
"OR10A6",1030
"OR10A7",951
"OR10AA1P",937
"OR10AB1P",938
"OR10AC1",979
"OR10AD1",1305
"OR10AE1P",1029
"OR10AE3P",469
"OR10AF1P",805
"OR10AG1",906
"OR10AH1P",919
"OR10AK1P",415
"OR10B1P",907
"OR10C1",1649
"OR10D1P",936
"OR10D3",1030
"OR10D4P",951
"OR10D5P",838
"OR10G1P",927
"OR10G2",1105
"OR10G3",942
"OR10G4",936
"OR10G5P",358
"OR10G6",999
"OR10G7",945
"OR10G8",1045
"OR10G9",936
"OR10H1",1124
"OR10H2",1041
"OR10H3",951
"OR10H4",951
"OR10H5",1132
"OR10J1",1090
"OR10J2P",961
"OR10J3",990
"OR10J4",935
"OR10J5",930
"OR10J6P",930
"OR10J7P",934
"OR10J8P",929
"OR10J9P",987
"OR10K1",942
"OR10K2",939
"OR10N1P",869
"OR10P1",995
"OR10Q1",1037
"OR10Q2P",940
"OR10R1P",1141
"OR10R2",1008
"OR10R3P",942
"OR10S1",1121
"OR10T1P",947
"OR10T2",945
"OR10U1P",905
"OR10V1",1042
"OR10V2P",764
"OR10V3P",725
"OR10W1",1469
"OR10X1",981
"OR10Y1P",974
"OR10Z1",942
"OR11A1",2611
"OR11G1P",968
"OR11G2",1111
"OR11H1",982
"OR11H12",1085
"OR11H13P",979
"OR11H2",985
"OR11H3P",982
"OR11H4",1082
"OR11H5P",971
"OR11H6",1174
"OR11H7",940
"OR11I1P",954
"OR11J2P",907
"OR11J5P",934
"OR11K1P",904
"OR11K2P",948
"OR11L1",969
"OR11M1P",895
"OR11N1P",853
"OR11Q1P",877
"OR12D1",947
"OR12D2",1069
"OR12D3",1869
"OR13A1",2078
"OR13C1P",963
"OR13C2",957
"OR13C3",1108
"OR13C4",957
"OR13C5",957
"OR13C6P",950
"OR13C7",959
"OR13C8",963
"OR13C9",957
"OR13D1",1041
"OR13D2P",907
"OR13D3P",937
"OR13E1P",922
"OR13F1",960
"OR13G1",924
"OR13H1",927
"OR13I1P",1264
"OR13J1",1339
"OR13K1P",975
"OR13Z1P",834
"OR13Z2P",555
"OR13Z3P",391
"OR14A16",930
"OR14A2",945
"OR14C36",939
"OR14I1",936
"OR14J1",966
"OR14K1",945
"OR14L1P",928
"OR1A1",930
"OR1A2",930
"OR1AA1P",916
"OR1AB1P",761
"OR1AC1P",76
"OR1B1",995
"OR1C1",945
"OR1D2",939
"OR1D3P",931
"OR1D4",939
"OR1D5",939
"OR1E1",1307
"OR1E2",972
"OR1E3",944
"OR1F1",942
"OR1F12",918
"OR1F2P",933
"OR1G1",998
"OR1H1P",765
"OR1I1",1242
"OR1J1",969
"OR1J2",942
"OR1J4",942
"OR1K1",951
"OR1L1",1083
"OR1L3",975
"OR1L4",936
"OR1L6",1044
"OR1L8",930
"OR1M1",1035
"OR1M4P",287
"OR1N1",939
"OR1N2",1103
"OR1P1",994
"OR1Q1",945
"OR1S1",979
"OR1S2",980
"OR1X1P",931
"OR1X5P",894
"OR2A1",933
"OR2A1-AS1",1268
"OR2A12",1046
"OR2A13P",930
"OR2A14",1012
"OR2A15P",900
"OR2A2",1051
"OR2A20P",2913
"OR2A25",1014
"OR2A3P",953
"OR2A4",933
"OR2A41P",105
"OR2A42",933
"OR2A5",1013
"OR2A7",1116
"OR2A9P",2913
"OR2AD1P",928
"OR2AE1",1071
"OR2AF1P",889
"OR2AG1",998
"OR2AG2",1069
"OR2AH1P",928
"OR2AI1P",932
"OR2AJ1",987
"OR2AK2",1107
"OR2AL1P",507
"OR2AM1P",422
"OR2AO1P",403
"OR2AP1",930
"OR2AQ1P",200
"OR2AS1P",319
"OR2AS2P",321
"OR2AT1P",743
"OR2AT2P",905
"OR2AT4",1042
"OR2B11",954
"OR2B2",1212
"OR2B3",1007
"OR2B6",942
"OR2B7P",934
"OR2B8P",938
"OR2BH1P",864
"OR2C1",1406
"OR2C3",2742
"OR2D2",1110
"OR2D3",1070
"OR2E1P",494
"OR2F1",1089
"OR2F2",1114
"OR2G1P",931
"OR2G2",954
"OR2G3",930
"OR2G6",951
"OR2H1",3024
"OR2H2",1584
"OR2H5P",928
"OR2I1P",948
"OR2J1",1273
"OR2J2",1272
"OR2J3",936
"OR2J4P",936
"OR2K2",1038
"OR2L13",1883
"OR2L1P",938
"OR2L2",939
"OR2L3",939
"OR2L5",939
"OR2L6P",940
"OR2L8",939
"OR2L9P",913
"OR2M1P",951
"OR2M2",1044
"OR2M3",939
"OR2M4",936
"OR2M5",939
"OR2M7",939
"OR2P1P",776
"OR2Q1P",916
"OR2R1P",914
"OR2S1P",950
"OR2S2",1047
"OR2T1",1110
"OR2T10",939
"OR2T11",1072
"OR2T12",963
"OR2T2",975
"OR2T27",954
"OR2T29",948
"OR2T3",957
"OR2T32P",963
"OR2T33",963
"OR2T34",957
"OR2T35",972
"OR2T4",1047
"OR2T5",948
"OR2T6",927
"OR2T7",927
"OR2T8",939
"OR2U1P",879
"OR2U2P",960
"OR2V1",948
"OR2V2",948
"OR2W1",1028
"OR2W2P",909
"OR2W3",945
"OR2W4P",926
"OR2W5",1080
"OR2W6P",939
"OR2X1P",687
"OR2Y1",1058
"OR2Z1",1056
"OR3A1",966
"OR3A2",1076
"OR3A3",966
"OR3A4P",878
"OR3B1P",893
"OR3D1P",955
"OR4A10P",508
"OR4A11P",906
"OR4A12P",918
"OR4A13P",942
"OR4A15",1035
"OR4A16",987
"OR4A17P",904
"OR4A18P",1088
"OR4A19P",1103
"OR4A1P",920
"OR4A21P",991
"OR4A2P",913
"OR4A3P",871
"OR4A40P",948
"OR4A41P",928
"OR4A42P",938
"OR4A43P",908
"OR4A44P",948
"OR4A45P",901
"OR4A46P",933
"OR4A47",1064
"OR4A48P",391
"OR4A49P",632
"OR4A4P",930
"OR4A5",948
"OR4A50P",486
"OR4A6P",970
"OR4A7P",910
"OR4A8",945
"OR4A9P",944
"OR4B1",971
"OR4B2P",882
"OR4C10P",931
"OR4C11",1045
"OR4C12",1063
"OR4C13",1029
"OR4C14P",923
"OR4C15",1113
"OR4C16",933
"OR4C1P",931
"OR4C2P",1064
"OR4C3",1036
"OR4C45",921
"OR4C46",930
"OR4C49P",900
"OR4C4P",931
"OR4C5",981
"OR4C50P",930
"OR4C6",930
"OR4C7P",919
"OR4C9P",925
"OR4D1",1024
"OR4D10",1024
"OR4D11",936
"OR4D12P",911
"OR4D2",924
"OR4D5",1095
"OR4D6",1054
"OR4D7P",942
"OR4D8P",930
"OR4D9",945
"OR4E1",946
"OR4E2",942
"OR4F13P",2054
"OR4F14P",939
"OR4F15",985
"OR4F17",1167
"OR4F1P",938
"OR4F21",995
"OR4F28P",938
"OR4F2P",938
"OR4F3",995
"OR4F4",1054
"OR4F5",918
"OR4F6",988
"OR4F7P",931
"OR4F8P",937
"OR4G11P",940
"OR4G1P",937
"OR4G2P",903
"OR4G4P",840
"OR4G6P",880
"OR4H12P",907
"OR4K1",1076
"OR4K11P",904
"OR4K12P",961
"OR4K13",917
"OR4K14",934
"OR4K15",1216
"OR4K16P",969
"OR4K17",1032
"OR4K2",1078
"OR4K3",902
"OR4K4P",684
"OR4K5",1078
"OR4K6P",897
"OR4K7P",945
"OR4K8P",1048
"OR4L1",939
"OR4M1",1116
"OR4M2",1133
"OR4N1P",916
"OR4N2",924
"OR4N3P",818
"OR4N4",1126
"OR4N5",927
"OR4P1P",1136
"OR4P4",939
"OR4Q2",944
"OR4Q3",942
"OR4R1P",463
"OR4R2P",597
"OR4R3P",838
"OR4S1",930
"OR4S2",936
"OR4T1P",911
"OR4U1P",912
"OR4V1P",1140
"OR4X1",918
"OR4X2",1025
"OR4X7P",192
"OR51A10P",937
"OR51A1P",946
"OR51A2",942
"OR51A3P",924
"OR51A4",942
"OR51A5P",942
"OR51A6P",1004
"OR51A7",939
"OR51A8P",940
"OR51A9P",911
"OR51AB1P",620
"OR51B2",1042
"OR51B3P",913
"OR51B4",983
"OR51B5",1163
"OR51B6",939
"OR51B8P",769
"OR51C1P",942
"OR51C4P",948
"OR51D1",1124
"OR51E1",3612
"OR51E2",2781
"OR51F1",960
"OR51F2",1029
"OR51F3P",901
"OR51F4P",899
"OR51F5P",942
"OR51G1",1107
"OR51G2",945
"OR51H1",909
"OR51H2P",906
"OR51I1",945
"OR51I2",939
"OR51J1",951
"OR51K1P",950
"OR51L1",948
"OR51M1",981
"OR51N1P",952
"OR51P1P",942
"OR51Q1",1096
"OR51R1P",904
"OR51S1",972
"OR51T1",1065
"OR51V1",966
"OR52A1",1779
"OR52A4P",1014
"OR52A5",951
"OR52B1P",909
"OR52B2",1079
"OR52B3P",928
"OR52B4",1124
"OR52B5P",951
"OR52B6",1008
"OR52D1",1065
"OR52E1",926
"OR52E2",978
"OR52E3P",936
"OR52E4",1030
"OR52E5",1314
"OR52E6",970
"OR52E7P",933
"OR52E8",1061
"OR52H1",963
"OR52H2P",902
"OR52I1",1050
"OR52I2",1115
"OR52J1P",932
"OR52J2P",939
"OR52J3",936
"OR52K1",1030
"OR52K2",1067
"OR52K3P",943
"OR52L1",1094
"OR52L2P",960
"OR52M1",954
"OR52M2P",959
"OR52N1",963
"OR52N2",1035
"OR52N3P",934
"OR52N4",1037
"OR52N5",1034
"OR52P1P",963
"OR52P2P",955
"OR52Q1P",682
"OR52R1",948
"OR52S1P",937
"OR52T1P",939
"OR52U1P",923
"OR52V1P",898
"OR52W1",1114
"OR52X1P",914
"OR52Y1P",828
"OR52Z1",897
"OR55B1P",1014
"OR56A1",1071
"OR56A3",1022
"OR56A4",1209
"OR56A5",942
"OR56A7P",941
"OR56B1",975
"OR56B2P",954
"OR56B3P",947
"OR56B4",1152
"OR5A1",1051
"OR5A2",1034
"OR5AC1",925
"OR5AC2",930
"OR5AC4P",919
"OR5AH1P",283
"OR5AK1P",787
"OR5AK2",996
"OR5AK3P",1297
"OR5AL1",985
"OR5AL2P",920
"OR5AM1P",1032
"OR5AN1",1037
"OR5AN2P",896
"OR5AO1P",300
"OR5AP1P",940
"OR5AP2",1006
"OR5AQ1P",936
"OR5AR1",1026
"OR5AS1",975
"OR5AU1",1199
"OR5AW1P",1006
"OR5AZ1P",943
"OR5B10P",642
"OR5B12",1054
"OR5B15P",904
"OR5B17",946
"OR5B19P",928
"OR5B1P",928
"OR5B2",1049
"OR5B21",931
"OR5B3",946
"OR5BA1P",982
"OR5BB1P",939
"OR5BC1P",739
"OR5BD1P",817
"OR5BE1P",939
"OR5BH1P",919
"OR5BJ1P",883
"OR5BK1P",823
"OR5BL1P",624
"OR5BM1P",366
"OR5BN1P",829
"OR5BN2P",618
"OR5BP1P",546
"OR5BQ1P",315
"OR5BR1P",1330
"OR5BS1P",936
"OR5BT1P",849
"OR5C1",963
"OR5D13",945
"OR5D14",945
"OR5D15P",942
"OR5D16",987
"OR5D17P",978
"OR5D18",942
"OR5D2P",637
"OR5D3P",1041
"OR5E1P",927
"OR5F1",945
"OR5F2P",941
"OR5G1P",946
"OR5G3",929
"OR5G4P",760
"OR5G5P",939
"OR5H1",942
"OR5H14",1080
"OR5H15",942
"OR5H2",945
"OR5H3P",919
"OR5H4P",923
"OR5H5P",928
"OR5H6",978
"OR5H7P",930
"OR5H8",931
"OR5I1",945
"OR5J1P",939
"OR5J2",939
"OR5J7P",422
"OR5K1",1097
"OR5K2",1060
"OR5K3",966
"OR5K4",966
"OR5L1",1110
"OR5L2",936
"OR5M1",948
"OR5M10",948
"OR5M11",918
"OR5M12P",929
"OR5M13P",937
"OR5M14P",618
"OR5M2P",936
"OR5M3",924
"OR5M4P",925
"OR5M5P",936
"OR5M6P",937
"OR5M7P",972
"OR5M8",936
"OR5M9",933
"OR5P1P",925
"OR5P2",1069
"OR5P3",936
"OR5P4P",917
"OR5R1",975
"OR5S1P",951
"OR5T1",981
"OR5T2",1080
"OR5T3",1023
"OR5V1",1266
"OR5W1P",938
"OR5W2",933
"OR6A2",1157
"OR6B1",1055
"OR6B2",1492
"OR6B3",996
"OR6C1",1064
"OR6C2",939
"OR6C3",936
"OR6C4",1046
"OR6C5P",923
"OR6C6",945
"OR6C64P",825
"OR6C65",1076
"OR6C66P",930
"OR6C68",939
"OR6C69P",893
"OR6C70",939
"OR6C71P",913
"OR6C72P",892
"OR6C73P",358
"OR6C74",1105
"OR6C75",939
"OR6C76",939
"OR6C7P",934
"OR6D1P",939
"OR6E1P",923
"OR6F1",927
"OR6J1",1044
"OR6K1P",971
"OR6K2",975
"OR6K3",996
"OR6K4P",955
"OR6K5P",945
"OR6K6",1172
"OR6L1P",910
"OR6L2P",925
"OR6M1",1053
"OR6M2P",871
"OR6M3P",700
"OR6N1",939
"OR6N2",954
"OR6P1",954
"OR6Q1",1002
"OR6R1P",940
"OR6R2P",300
"OR6S1",996
"OR6T1",1089
"OR6U2P",932
"OR6V1",1028
"OR6W1P",1100
"OR6X1",1058
"OR6Y1",978
"OR7A10",930
"OR7A11P",953
"OR7A15P",907
"OR7A17",1027
"OR7A18P",277
"OR7A19P",733
"OR7A1P",910
"OR7A2P",930
"OR7A3P",907
"OR7A5",1048
"OR7A8P",913
"OR7C1",1066
"OR7C2",960
"OR7D1P",933
"OR7D2",3224
"OR7D4",1022
"OR7E100P",1015
"OR7E101P",513
"OR7E102P",1015
"OR7E104P",2539
"OR7E105P",993
"OR7E106P",1021
"OR7E108P",991
"OR7E109P",855
"OR7E10P",991
"OR7E110P",574
"OR7E111P",1014
"OR7E115P",1024
"OR7E116P",957
"OR7E117P",1112
"OR7E11P",952
"OR7E121P",1022
"OR7E122P",1017
"OR7E125P",846
"OR7E126P",888
"OR7E128P",1024
"OR7E129P",968
"OR7E12P",973
"OR7E130P",964
"OR7E136P",1015
"OR7E13P",910
"OR7E140P",1026
"OR7E145P",973
"OR7E148P",971
"OR7E149P",1023
"OR7E14P",1000
"OR7E154P",932
"OR7E155P",1014
"OR7E156P",464
"OR7E157P",911
"OR7E158P",910
"OR7E159P",298
"OR7E15P",967
"OR7E161P",967
"OR7E162P",1029
"OR7E163P",894
"OR7E16P",885
"OR7E18P",702
"OR7E19P",844
"OR7E1P",958
"OR7E21P",987
"OR7E22P",988
"OR7E23P",1048
"OR7E24",1550
"OR7E25P",910
"OR7E26P",1006
"OR7E28P",975
"OR7E29P",907
"OR7E2P",889
"OR7E31P",886
"OR7E33P",966
"OR7E35P",881
"OR7E36P",954
"OR7E37P",897
"OR7E38P",985
"OR7E39P",375
"OR7E41P",1024
"OR7E43P",920
"OR7E46P",1019
"OR7E47P",1422
"OR7E4P",1013
"OR7E53P",904
"OR7E55P",895
"OR7E59P",1000
"OR7E5P",706
"OR7E62P",477
"OR7E66P",955
"OR7E7P",1012
"OR7E83P",970
"OR7E85P",985
"OR7E86P",990
"OR7E87P",929
"OR7E89P",822
"OR7E8P",1000
"OR7E90P",1029
"OR7E91P",866
"OR7E93P",907
"OR7E94P",790
"OR7E96P",976
"OR7E97P",1015
"OR7E99P",922
"OR7G1",936
"OR7G15P",333
"OR7G2",1038
"OR7G3",939
"OR7H1P",922
"OR7H2P",306
"OR7K1P",926
"OR7L1P",380
"OR7M1P",533
"OR8A1",1146
"OR8A2P",952
"OR8A3P",286
"OR8B10P",932
"OR8B12",998
"OR8B1P",918
"OR8B4",990
"OR8B5P",910
"OR8B6P",880
"OR8B7P",919
"OR8B8",1033
"OR8B9P",925
"OR8C1P",925
"OR8D1",1026
"OR8D2",1051
"OR8D4",1331
"OR8F1P",930
"OR8G1",936
"OR8G2P",908
"OR8G3P",921
"OR8G5",1041
"OR8G7P",848
"OR8H1",1038
"OR8H2",1038
"OR8H3",939
"OR8I1P",931
"OR8I2",933
"OR8I4P",141
"OR8J1",1074
"OR8J2",948
"OR8J3",948
"OR8K1",960
"OR8K2P",927
"OR8K3",939
"OR8K4P",872
"OR8K5",924
"OR8L1P",955
"OR8Q1P",655
"OR8R1P",764
"OR8S21P",188
"OR8T1P",918
"OR8U1",930
"OR8V1P",873
"OR8X1P",869
"OR9A1P",945
"OR9A2",1038
"OR9A3P",878
"OR9A4",1093
"OR9G1",918
"OR9G2P",880
"OR9G3P",918
"OR9G4",985
"OR9H1P",927
"OR9I1",945
"OR9I2P",903
"OR9I3P",942
"OR9K1P",941
"OR9K2",1122
"OR9L1P",933
"OR9M1P",921
"OR9N1P",481
"OR9P1P",281
"OR9Q1",2488
"OR9Q2",1085
"OR9R1P",877
"OR9S24P",403
"ORAI1",2138
"ORAI2",10811
"ORAI3",2206
"ORAOV1P1",395
"ORC1",3157
"ORC2",4312
"ORC3",2512
"ORC4",6710
"ORC5",2043
"ORC6",1833
"ORM1",802
"ORM2",760
"ORMDL1",2692
"ORMDL2",2141
"ORMDL3",2230
"OS9",3870
"OSBP",5083
"OSBP2",4340
"OSBPL10",7723
"OSBPL10-AS1",575
"OSBPL11",4191
"OSBPL1A",4195
"OSBPL2",4009
"OSBPL3",6760
"OSBPL5",3889
"OSBPL6",10513
"OSBPL7",4497
"OSBPL8",7239
"OSBPL9",4520
"OSBPL9P1",1469
"OSBPL9P2",1228
"OSBPL9P3",595
"OSBPL9P4",1800
"OSBPL9P5",171
"OSCAR",2061
"OSCP1",1463
"OSER1",1616
"OSER1-DT",1563
"OSGEP",3258
"OSGEPL1",2216
"OSGEPL1-AS1",567
"OSGIN1",2391
"OSGIN2",4266
"OSM",1854
"OSMR",5539
"OSMR-AS1",837
"OSR1",4171
"OSR2",2126
"OST4",561
"OSTC",1077
"OSTCP1",1195
"OSTCP2",444
"OSTCP4",449
"OSTCP5",453
"OSTCP6",457
"OSTCP8",448
"OSTF1",1319
"OSTF1P1",609
"OSTM1",4467
"OSTM1-AS1",3334
"OSTN",3134
"OSTN-AS1",515
"OTC",1585
"OTOA",4635
"OTOAP1",2661
"OTOF",7156
"OTOG",9948
"OTOGL",8083
"OTOL1",1434
"OTOP1",1864
"OTOP2",2147
"OTOP3",2516
"OTOR",1477
"OTOS",645
"OTP",3669
"OTUB1",2493
"OTUB2",3922
"OTUD1",2933
"OTUD3",6397
"OTUD4",7069
"OTUD4P1",3067
"OTUD5",2740
"OTUD6A",1689
"OTUD6B",3434
"OTUD6B-AS1",4275
"OTUD7A",10770
"OTUD7B",8872
"OTULIN",7800
"OTULINL",3597
"OTX1",2861
"OTX2",3001
"OTX2-AS1",2428
"OTX2P1",354
"OVAAL",1489
"OVCA2",1122
"OVCH1",3405
"OVCH1-AS1",963
"OVCH2",1921
"OVGP1",2243
"OVOL1",3034
"OVOL1-AS1",494
"OVOL2",1555
"OVOL3",696
"OXA1L",2971
"OXCT1",3388
"OXCT1-AS1",1731
"OXCT2",1826
"OXCT2P1",1535
"OXER1",1781
"OXGR1",2285
"OXLD1",1600
"OXNAD1",3983
"OXR1",4698
"OXSM",1519
"OXSR1",4553
"OXT",513
"OXTR",4364
"P2RX1",2945
"P2RX2",1881
"P2RX3",1831
"P2RX4",4658
"P2RX5",2309
"P2RX5-TAX1BP3",5905
"P2RX6",3687
"P2RX6P",468
"P2RX7",5161
"P2RY1",6747
"P2RY10",1714
"P2RY10BP",913
"P2RY11",1943
"P2RY12",1766
"P2RY13",2764
"P2RY14",2513
"P2RY2",2660
"P2RY4",1595
"P2RY6",2431
"P2RY8",8396
"P3H1",3001
"P3H2",3509
"P3H2-AS1",730
"P3H3",3226
"P3H4",2791
"P3R3URF",395
"P4HA1",2844
"P4HA2",3349
"P4HA2-AS1",839
"P4HA3",2627
"P4HA3-AS1",2157
"P4HB",2603
"P4HTM",5285
"PA2G4",2577
"PA2G4P1",1197
"PA2G4P2",1200
"PA2G4P3",1144
"PA2G4P4",1182
"PA2G4P6",1197
"PAAF1",4994
"PABPC1",3485
"PABPC1L",2223
"PABPC1L2A",2237
"PABPC1L2B",2197
"PABPC1L2B-AS1",1167
"PABPC1P1",591
"PABPC1P10",381
"PABPC1P11",2007
"PABPC1P12",2175
"PABPC1P13",1685
"PABPC1P2",1805
"PABPC1P3",459
"PABPC1P4",1875
"PABPC1P5",1676
"PABPC1P6",1829
"PABPC1P7",1513
"PABPC1P8",2086
"PABPC1P9",1612
"PABPC3",3387
"PABPC4",3592
"PABPC4-AS1",551
"PABPC4L",4944
"PABPC5",3221
"PABPC5-AS1",426
"PABPN1",2768
"PABPN1L",1272
"PACC1",2475
"PACERR",825
"PACRG",1619
"PACRG-AS1",2192
"PACRG-AS2",1300
"PACRG-AS3",1766
"PACRGL",2073
"PACS1",4392
"PACS2",6365
"PACSIN1",4299
"PACSIN2",3249
"PACSIN3",2009
"PADI1",3846
"PADI2",4345
"PADI3",3189
"PADI4",2267
"PADI6",2396
"PAEP",990
"PAEPP1",526
"PAF1",2066
"PAFAH1B1",5497
"PAFAH1B2",4198
"PAFAH1B3",1098
"PAFAH2",3581
"PAG1",10744
"PAGE1",665
"PAGE2",551
"PAGE2B",493
"PAGE3",745
"PAGE4",1494
"PAGE5",741
"PAGR1",1702
"PAH",4122
"PAICS",6480
"PAICSP1",1217
"PAICSP2",1150
"PAICSP3",1168
"PAICSP4",1253
"PAICSP5",1217
"PAICSP6",1280
"PAICSP7",962
"PAIP1",2782
"PAIP1P1",1203
"PAIP2",2297
"PAIP2B",6279
"PAK1",3737
"PAK1IP1",1800
"PAK2",6139
"PAK3",8940
"PAK4",5735
"PAK5",4780
"PAK6",4215
"PALB2",4003
"PALD1",4555
"PALLD",5809
"PALM",2726
"PALM2-AKAP2",7507
"PALM3",2262
"PALMD",5294
"PAM",5432
"PAM16",806
"PAMR1",3142
"PAN2",5372
"PAN3",4940
"PAN3-AS1",1351
"PANCR",493
"PANDAR",1506
"PANK1",6976
"PANK2",4815
"PANK3",10506
"PANK4",2649
"PANO1",1680
"PANTR1",747
"PANX1",2769
"PANX2",3051
"PANX3",1667
"PAOX",1858
"PAPLN",5834
"PAPOLA",4519
"PAPOLB",4262
"PAPOLG",6074
"PAPPA",10959
"PAPPA-AS1",2450
"PAPPA-AS2",1854
"PAPPA2",9691
"PAPSS1",2731
"PAPSS2",3949
"PAQR3",9811
"PAQR4",2793
"PAQR5",5337
"PAQR6",2143
"PAQR7",3297
"PAQR8",4738
"PAQR9",2452
"PAQR9-AS1",912
"PARAL1",1036
"PARD3",6005
"PARD3-AS1",302
"PARD3B",8174
"PARD6A",1281
"PARD6B",4615
"PARD6G",3868
"PARD6G-AS1",3333
"PARG",4128
"PARGP1",2286
"PARK7",1088
"PARL",1414
"PARM1",5011
"PARN",3078
"PARP1",3958
"PARP10",3497
"PARP11",4424
"PARP12",3796
"PARP14",8437
"PARP15",4439
"PARP16",2731
"PARP1P1",3026
"PARP1P2",195
"PARP2",1980
"PARP3",2472
"PARP4",5474
"PARP4P1",2337
"PARP4P2",3326
"PARP4P3",317
"PARP6",3657
"PARP8",7177
"PARP9",6769
"PARPBP",3014
"PARS2",2347
"PART1",5616
"PARVA",4458
"PARVB",5429
"PARVG",5066
"PASD1",4098
"PASK",5174
"PATE1",1527
"PATE2",1657
"PATE3",1336
"PATE4",1983
"PATJ",8505
"PATL1",4072
"PATL2",2100
"PATZ1",3781
"PAUPAR",2965
"PAWR",9129
"PAWRP1",565
"PAX1",5352
"PAX2",4140
"PAX3",3610
"PAX4",2010
"PAX5",8615
"PAX6",6922
"PAX7",5538
"PAX8",4152
"PAX8-AS1",11799
"PAX9",4514
"PAXBP1",3995
"PAXBP1-AS1",3523
"PAXBP1P1",447
"PAXIP1",5515
"PAXIP1-AS1",2256
"PAXIP1-AS2",2121
"PAXX",1077
"PBDC1",1201
"PBK",2118
"PBLD",2587
"PBOV1",2506
"PBRM1",7523
"PBX1",11321
"PBX2",3205
"PBX2P1",1291
"PBX3",2902
"PBX4",1724
"PBXIP1",3212
"PC",4192
"PCA3",3922
"PCARE",7044
"PCAT1",1992
"PCAT14",3935
"PCAT18",2598
"PCAT19",3472
"PCAT4",2091
"PCAT5",3550
"PCAT6",748
"PCAT7",1164
"PCBD1",1006
"PCBD2",5621
"PCBP1",1750
"PCBP1-AS1",2451
"PCBP2",3077
"PCBP2P1",977
"PCBP2P3",843
"PCBP3",2202
"PCBP4",2599
"PCCA",2494
"PCCA-AS1",474
"PCCA-DT",913
"PCCB",6090
"PCDH1",4793
"PCDH10",8489
"PCDH11X",9179
"PCDH11Y",9039
"PCDH12",6562
"PCDH15",9249
"PCDH17",8232
"PCDH18",5906
"PCDH19",9756
"PCDH20",4778
"PCDH7",6769
"PCDH8",5088
"PCDH8P1",2773
"PCDH9",28227
"PCDH9-AS1",532
"PCDH9-AS2",538
"PCDH9-AS3",479
"PCDH9-AS4",436
"PCDHA1",5263
"PCDHA10",12358
"PCDHA11",6115
"PCDHA12",5233
"PCDHA13",5260
"PCDHA14",2298
"PCDHA2",5254
"PCDHA3",5260
"PCDHA4",10557
"PCDHA5",5218
"PCDHA6",5374
"PCDHA7",5221
"PCDHA8",5260
"PCDHA9",6900
"PCDHAC1",5299
"PCDHAC2",5963
"PCDHB1",8210
"PCDHB10",3290
"PCDHB11",4198
"PCDHB12",3853
"PCDHB13",5061
"PCDHB14",4828
"PCDHB15",4017
"PCDHB16",5001
"PCDHB17P",3066
"PCDHB18P",3197
"PCDHB19P",2914
"PCDHB2",4126
"PCDHB3",3355
"PCDHB4",3825
"PCDHB5",3408
"PCDHB6",3266
"PCDHB7",3765
"PCDHB8",2740
"PCDHB9",4415
"PCDHGA1",4604
"PCDHGA10",4617
"PCDHGA11",4647
"PCDHGA12",4747
"PCDHGA2",4605
"PCDHGA3",4771
"PCDHGA4",4778
"PCDHGA5",4602
"PCDHGA6",5650
"PCDHGA7",4605
"PCDHGA8",6480
"PCDHGA9",4605
"PCDHGB1",4590
"PCDHGB2",4602
"PCDHGB3",4727
"PCDHGB4",4725
"PCDHGB5",4578
"PCDHGB6",4601
